mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0.4697413921356201,0.13706134094082195,0.13216242790222169,0.013187366410665133,4,5,400,"{'clf__max_depth': 4, 'clf__min_samples_leaf': 5, 'clf__n_estimators': 400}",0.8775510204081632,0.8163265306122449,0.7916666666666666,0.7916666666666666,0.75,0.8054421768707481,0.04188440953769379,24,0.84,0.8823529411764706,0.8333333333333334,0.75,0.7272727272727273,0.8065918003565062,0.05842108364310483,21,0.9130434782608695,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.7272727272727273,0.7644268774703556,0.089448657623281,14,0.875,0.7692307692307693,0.75,0.782608695652174,0.7272727272727273,0.7808224384311341,0.050644969915595334,21,0.9531772575250836,0.8956228956228957,0.8601398601398601,0.8968531468531469,0.8793706293706294,0.8970327579023231,0.031071728304835938,11
0.36797103881835935,0.023661044312358125,0.11325054168701172,0.007965456338149,6,5,400,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__n_estimators': 400}",0.8571428571428571,0.8163265306122449,0.7916666666666666,0.7916666666666666,0.7708333333333334,0.8055272108843538,0.02955907561753001,21,0.8076923076923077,0.8823529411764706,0.8333333333333334,0.75,0.7619047619047619,0.8070566688213747,0.048279506874904066,18,0.9130434782608695,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.7272727272727273,0.7644268774703556,0.089448657623281,14,0.8571428571428571,0.7692307692307693,0.75,0.782608695652174,0.7441860465116279,0.7806336737074856,0.0406311052893208,22,0.951505016722408,0.8973063973063973,0.8583916083916083,0.9003496503496503,0.8758741258741259,0.8966853597288381,0.03136407611377153,12
0.24711837768554687,0.04157539062687184,0.12049994468688965,0.0150975516952272,4,1,200,"{'clf__max_depth': 4, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.8775510204081632,0.7959183673469388,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8096938775510203,0.033968507517771036,16,0.84,0.875,0.8333333333333334,0.75,0.7727272727272727,0.8142121212121213,0.04597823575837495,11,0.9130434782608695,0.6363636363636364,0.6818181818181818,0.8181818181818182,0.7727272727272727,0.7644268774703556,0.09825454143494039,14,0.875,0.7368421052631579,0.75,0.782608695652174,0.7727272727272727,0.783435614728521,0.048555709222070566,17,0.9464882943143813,0.8855218855218856,0.8793706293706294,0.8898601398601398,0.8793706293706294,0.8961223156875331,0.025493347201769986,13
0.48404459953308104,0.1338337229579977,0.12335100173950195,0.017698836567717778,6,1,400,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.8571428571428571,0.8163265306122449,0.7916666666666666,0.8125,0.8125,0.8180272108843537,0.021395815045850353,2,0.8076923076923077,0.8823529411764706,0.8333333333333334,0.782608695652174,0.8095238095238095,0.823102217475619,0.033695364020796696,3,0.9130434782608695,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.7727272727272727,0.7735177865612648,0.08749920490730415,8,0.8571428571428571,0.7692307692307693,0.75,0.8,0.7906976744186046,0.7934142601584463,0.03628146937349227,5,0.9498327759197325,0.8703703703703703,0.8793706293706294,0.9055944055944056,0.8741258741258742,0.8958588110762025,0.02967090148819594,14
0.4651358127593994,0.09790092793080823,0.16435856819152833,0.04664880656447608,8,1,400,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.8367346938775511,0.8163265306122449,0.7916666666666666,0.7916666666666666,0.8125,0.8097789115646258,0.016929244921466417,13,0.8,0.8823529411764706,0.8,0.75,0.8095238095238095,0.808375350140056,0.042478176557894626,17,0.8695652173913043,0.6818181818181818,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.773913043478261,0.06598068123361654,7,0.8333333333333334,0.7692307692307693,0.7619047619047619,0.782608695652174,0.7906976744186046,0.7875550469079287,0.02499484058599247,13,0.951505016722408,0.8703703703703705,0.8828671328671328,0.9003496503496504,0.8741258741258742,0.8958436088870873,0.02968983511391277,15
0.1845560073852539,0.034079725805611506,0.0985827922821045,0.03261572417886211,6,3,200,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 3, 'clf__n_estimators': 200}",0.8571428571428571,0.8163265306122449,0.8125,0.7708333333333334,0.8125,0.8138605442176872,0.0273294081116796,6,0.8076923076923077,0.8823529411764706,0.8823529411764706,0.72,0.782608695652174,0.8150013771394844,0.06196843765172242,8,0.9130434782608695,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.8181818181818182,0.782608695652174,0.0892878289186563,5,0.8571428571428571,0.7692307692307693,0.7692307692307693,0.7659574468085106,0.8,0.7923123684825812,0.034705026387446124,7,0.951505016722408,0.8804713804713805,0.8671328671328671,0.9073426573426573,0.8723776223776224,0.8957659088093871,0.03111801687925387,16
0.17728724479675292,0.00779028521703846,0.0886265754699707,0.01200042161009379,8,3,200,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 3, 'clf__n_estimators': 200}",0.8367346938775511,0.8367346938775511,0.8125,0.7916666666666666,0.7916666666666666,0.8138605442176872,0.02016651148509019,6,0.7777777777777778,0.8888888888888888,0.8823529411764706,0.75,0.75,0.8098039215686275,0.06276381801355185,16,0.9130434782608695,0.7272727272727273,0.6818181818181818,0.8181818181818182,0.8181818181818182,0.791699604743083,0.0804384243283162,1,0.84,0.8,0.7692307692307693,0.782608695652174,0.782608695652174,0.7948896321070233,0.02458081038517555,2,0.9531772575250836,0.8872053872053872,0.8601398601398602,0.9003496503496503,0.8776223776223776,0.8956989065684718,0.03158713915261033,17
0.19426608085632324,0.026044889464964714,0.13147335052490233,0.02863096329673498,8,5,200,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__n_estimators': 200}",0.8571428571428571,0.8367346938775511,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8137755102040816,0.027836141195021678,11,0.8076923076923077,0.8888888888888888,0.8333333333333334,0.75,0.75,0.805982905982906,0.052711557473943065,22,0.9130434782608695,0.7272727272727273,0.6818181818181818,0.8181818181818182,0.8181818181818182,0.791699604743083,0.0804384243283162,1,0.8571428571428571,0.8,0.75,0.782608695652174,0.782608695652174,0.794472049689441,0.03526309652627334,3,0.9498327759197325,0.8956228956228957,0.8618881118881119,0.8951048951048951,0.8758741258741258,0.8956645608819521,0.029889865528595214,18
0.21235852241516112,0.06729053821617485,0.07419524192810059,0.009447092484059305,,5,200,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5, 'clf__n_estimators': 200}",0.8571428571428571,0.8367346938775511,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8137755102040816,0.027836141195021678,11,0.8076923076923077,0.8888888888888888,0.8333333333333334,0.75,0.75,0.805982905982906,0.052711557473943065,22,0.9130434782608695,0.7272727272727273,0.6818181818181818,0.8181818181818182,0.8181818181818182,0.791699604743083,0.0804384243283162,1,0.8571428571428571,0.8,0.75,0.782608695652174,0.782608695652174,0.794472049689441,0.03526309652627334,3,0.9498327759197325,0.8956228956228957,0.8618881118881119,0.8951048951048951,0.8741258741258742,0.8953149105323017,0.03012860016373121,19
0.2862823009490967,0.06084527247959961,0.1374483585357666,0.04803583791751656,,3,200,"{'clf__max_depth': None, 'clf__min_samples_leaf': 3, 'clf__n_estimators': 200}",0.8571428571428571,0.8367346938775511,0.7916666666666666,0.7916666666666666,0.8125,0.8179421768707481,0.02569153242338486,5,0.8076923076923077,0.8888888888888888,0.8333333333333334,0.75,0.782608695652174,0.8125046451133408,0.047100199567541544,13,0.9130434782608695,0.7272727272727273,0.6818181818181818,0.8181818181818182,0.8181818181818182,0.791699604743083,0.0804384243283162,1,0.8571428571428571,0.8,0.75,0.782608695652174,0.8,0.7979503105590062,0.03477573135203653,1,0.9531772575250835,0.8855218855218856,0.8601398601398602,0.8986013986013985,0.8776223776223776,0.8950125558821209,0.03163734610046537,20
0.29909572601318357,0.07101740260665274,0.12329521179199218,0.050480999929008036,6,5,200,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__n_estimators': 200}",0.8571428571428571,0.8163265306122449,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8096938775510203,0.02557474827928516,16,0.8076923076923077,0.8823529411764706,0.8333333333333334,0.75,0.75,0.8046757164404224,0.050681314126615334,24,0.9130434782608695,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.8181818181818182,0.782608695652174,0.0892878289186563,5,0.8571428571428571,0.7692307692307693,0.75,0.782608695652174,0.782608695652174,0.7883182035355948,0.03642703604532664,12,0.9531772575250836,0.8956228956228957,0.8618881118881119,0.8933566433566433,0.8706293706293706,0.894934855804421,0.03186843392630984,21
0.19640674591064453,0.03694723233114752,0.13087882995605468,0.040073524214171485,8,1,200,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.8367346938775511,0.8163265306122449,0.8125,0.7708333333333334,0.8125,0.8097789115646258,0.021452516046424636,13,0.8,0.8823529411764706,0.8421052631578947,0.7391304347826086,0.8095238095238095,0.8146224897281567,0.04750069682512165,9,0.8695652173913043,0.6818181818181818,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.7648221343873518,0.06228275841400139,11,0.8333333333333334,0.7692307692307693,0.7804878048780488,0.7555555555555555,0.7906976744186046,0.7858610274832624,0.02646080730352217,15,0.951505016722408,0.8636363636363636,0.8863636363636365,0.8916083916083916,0.8758741258741259,0.8937975068409851,0.03040116279744226,22
0.31521453857421877,0.030771324308908745,0.10903077125549317,0.00887087686400192,,1,400,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.8775510204081632,0.8163265306122449,0.7708333333333334,0.8125,0.8125,0.8179421768707483,0.03415933915730305,4,0.84,0.8823529411764706,0.7894736842105263,0.782608695652174,0.8095238095238095,0.8207918261125959,0.03667279780381448,5,0.9130434782608695,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.7727272727272727,0.7735177865612648,0.08749920490730415,8,0.875,0.7692307692307693,0.7317073170731707,0.8,0.7906976744186046,0.7933271521445089,0.04711588876840644,6,0.9531772575250836,0.8493265993265993,0.8688811188811189,0.9064685314685315,0.8662587412587412,0.8888224496920148,0.03720114326779056,23
0.2219937801361084,0.024270172693249922,0.13223738670349122,0.025270534270344775,,1,200,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.8775510204081632,0.8163265306122449,0.7708333333333334,0.7916666666666666,0.8125,0.8137755102040817,0.03580022863098789,10,0.8695652173913043,0.8823529411764706,0.7894736842105263,0.75,0.8095238095238095,0.8201831304604221,0.04957023075828491,6,0.8695652173913043,0.6818181818181818,0.6818181818181818,0.8181818181818182,0.7727272727272727,0.7648221343873518,0.07437764823951035,11,0.8695652173913043,0.7692307692307693,0.7317073170731707,0.782608695652174,0.7906976744186046,0.7887619347532046,0.04518290771931104,11,0.9531772575250836,0.8383838383838385,0.8723776223776224,0.8986013986013985,0.8592657342657342,0.8843611702307355,0.039561949759163814,24
